Unnamed: 0	품목분류코드	한글_명	영문_명	이명	정의	레벨	상위_품목_코드	최상위_품목_코드	비고	종류	code
6430	D0109900000000	수산화나트륨액	Sodium Hydroxide Solution			3	D0100000000000	D0000000000000		nan	N
6431	D0110000000000	수산화칼륨	Potassium Hydroxide			3	D0100000000000	D0000000000000		nan	N
6432	D0110100000000	수산화칼슘	Calcium Hydroxide			3	D0100000000000	D0000000000000		nan	N
6433	D0110200000000	수용성안나토	"Annatto, Water-Soluble"		이 품목은 Bixa Orellana L.(Bixaceae)의 종자의 적색피복물로부터 가수분해에 의하여 만들어지며 그 색소성분은 노르빅신의 칼륨염 또는 나트륨염이다.	3	D0100000000000	D0000000000000		nan	N
6434	D0110300000000	스테아린산마그네슘	Magnesium Stearate		이 품목은 스테아린산 및 팔미틴산의 마그네슘염의 혼합물이다.	3	D0100000000000	D0000000000000		nan	N
6435	D0110400000000	스테아릴젖산나트륨	Sodium Stearoyl Lactylate		이 품목은 스테아릴젖산류의 나트륨염을 주성분으로 하여 이것과 그 관련 산류 및 그들의 나트륨염과의 혼합물이다.	3	D0100000000000	D0000000000000		nan	N
6436	D0110500000000	스테아릴젖산칼슘	Calcium Stearoyl Lactylate		이 품목은 스테아릴젖산류의 칼슘을 주성분으로 하여 이것과 그 관련 산류 및 그들의 칼슘염과의 혼합물이다.	3	D0100000000000	D0000000000000		nan	N
6437	D0110600000000	L-시스테인염산염	L-Cysteine Monohydrochloride			3	D0100000000000	D0000000000000		nan	N
6438	D0110700000000	L-시스틴	L-Cystine			3	D0100000000000	D0000000000000		nan	N
6439	D0110800000000	시클로헥산프로피온산알릴	Allyl Cyclohexanepropionate			3	D0100000000000	D0000000000000		nan	N
6440	D0110900000000	시트랄	Citral			3	D0100000000000	D0000000000000		nan	N
6441	D0111000000000	시트로넬랄	Citronellal			3	D0100000000000	D0000000000000		nan	N
6442	D0111100000000	시트로넬롤	Citronellol			3	D0100000000000	D0000000000000		nan	N
6443	D0111200000000	식용색소녹색제3호	Food Green No.3 | Fast Green FCF		"이 품목은 3-[Ｎ-에틸-Ｎ-[4-[[4-[Ｎ-에틸-Ｎ-(3-설포네이트벤질)아미노]페닐] (4-히드록시-2-설포네이트페닐)메틸렌]-2,5-시클로헥사디에니리덴]암모니오메틸]벤젠설폰산이나트륨을 주성분으로 한다"	3	D0100000000000	D0000000000000		nan	N
6444	D0111300000000	식용색소녹색제3호알루미늄레이크	Food Green No.3 Aluminium Lake | Fast Green FCF Aluminium Lake		"이 품목은 알루미늄염의 수용액에 알칼리를 반응시키고, 이에 식용색소녹색제3호를 흡착시킨 후 여과, 건조, 분쇄하여 얻어진 것이다."	3	D0100000000000	D0000000000000		nan	N
6445	D0111400000000	식용색소적색제2호	Food Red No.2 | Amaranth		"이 품목은 4-아미노-1-나프탈렌설폰산을 디아조화하고 3-히드록시-2,7-나프탈렌설폰산과 커플링 반응시킨 후, 염석하고 정제하여 얻어지는 것으로서 2-히드록시아조나프탈렌-3,4',6-트리설폰산삼나트륨을 주성분으로 한다."	3	D0100000000000	D0000000000000		nan	N
6446	D0111500000000	식용색소적색제2호알루미늄레이크	Food Red No.2 Aluminium Lake | Amaranth Aluminium Lake		"이 품목은 알루미늄염의 수용액에 알칼리를 반응시키고, 이에 식용색소적색제2호를 흡착시킨 후 여과, 건조, 분쇄하여 얻어진 것이다."	3	D0100000000000	D0000000000000		nan	N
6447	D0111600000000	식용색소적색제3호	Food Red No.3		"이 품목은 2',4',5',7'-테트라요오드풀루오레세인이나트륨수화물을 주성분으로 한다."	3	D0100000000000	D0000000000000		nan	N
6448	D0111700000000	식용색소적색제40호	Food Red No.40 | Allura Red		"이 품목은 4-아미노-5-메톡시-2-메틸벤젠술펀산을 디아조화하고 6-히드록시-2-나프탈렌술펀산과 커플링 반응시킨 후, 염석하고 정제하여 얻어지는 것으로서 6-히드록시-5[(2-메톡시-5-메틸-4-설포페닐)아조]-2-나프탈렌설폰산이나트륨을 주성분으로 한다."	3	D0100000000000	D0000000000000		nan	N
6449	D0111800000000	식용색소적색제40호알루미늄레이크	Food Red No.40 Aluminium Lake | Allura Red AC Aluminium Lake		"이 품목은 알루미늄염의 수용액에 알칼리를 반응시키고, 이에 식용색소적색제40호를 흡착시킨 후 여과, 건조, 분쇄하여 얻어진 것이다."	3	D0100000000000	D0000000000000		nan	N
6450	D0111900000000	식용색소청색제1호	Food Blue No.1 | Brilliant Blue FCF		"이 품목은 3-[Ｎ-에틸-Ｎ-[4-[[4-[Ｎ-에틸-Ｎ-(3-설포네이트벤질)아미노]페닐](2-설포네이트페닐)메틸렌]-2,5-시클로헥사디에닐리덴]암모니오메틸]벤젠설폰산이나트륨을 주성분으로 한다."	3	D0100000000000	D0000000000000		nan	N
6451	D0112000000000	식용색소청색제1호알루미늄레이크	Food Blue No.1 Aluminium Lake | Brilliant Blue FCF Aluminium Lake		"이 품목은 알루미늄염의 수용액에 알칼리를 반응시키고, 이에 식용색소청색제1호를 흡착시킨 후 여과, 건조, 분쇄하여 얻어진 것이다."	3	D0100000000000	D0000000000000		nan	N
6452	D0112100000000	식용색소청색제2호	Food Blue No.2 | Indigocarmine		"이 품목은 3,3'-디옥소- 2,2'-비인돌리덴-5,5'-디설폰산이나트륨을 주성분으로 한다."	3	D0100000000000	D0000000000000		nan	N
6453	D0112200000000	식용색소청색제2호알루미늄레이크	Food Blue No.2 Aluminium Lake | Indigocarmine Aluminium Lake		"이 품목은 알루미늄염의 수용액에 알칼리를 반응시키고, 이에 식용색소청색제2호를 흡착시킨 후 여과, 건조, 분쇄하여 얻어진 것이다."	3	D0100000000000	D0000000000000		nan	N
6454	D0112300000000	식용색소황색제4호	Food Yellow No.4 | Tartrazine		"이 품목은 4-아미노벤젠설폰산을 디아조화하고, 5-히드록시-1-(4-설포페닐)-3-피라졸카르본산과 커플링 반응시킨 후, 염석하고 정제하여 얻어지는 것으로서 3-카르보네이트-5-히드록시-1-(4-설포네이트페닐)-1H-피라졸-4-아조-4'-(벤젠설폰산)삼나트륨을 주성분으로 한다."	3	D0100000000000	D0000000000000		nan	N
6455	D0112400000000	식용색소황색제4호알루미늄레이크	Food Yellow No.4 Aluminium Lake | Tartrazine Aluminium Lake		"이 품목은 알루미늄염의 수용액에 알칼리를 반응시키고, 이에 식용색소황색제4호를 흡착시킨 후 여과, 건조, 분쇄하여 얻어진 것이다."	3	D0100000000000	D0000000000000		nan	N
6456	D0112500000000	식용색소황색제5호	Food Yellow No.5 | Sunset Yellow FCF		"이 품목은 4-아미노벤젠설폰산을 디아조화하고, 6-히드록시-2-나프탈렌설폰산과 커플링 반응시킨 후, 염석하여 정제하여 얻어지는 것으로서 2-(히드록시-6-설포네이트나프탈렌)-1-아조-(4'-벤젠설폰산)이나트륨을 주성분으로 한다."	3	D0100000000000	D0000000000000		nan	N
6457	D0112600000000	식용색소황색제5호알루미늄레이크	Food Yellow No.5 Aluminium Lake | Sunset Yellow FCF Aluminium Lake		"이 품목은 알루미늄염의 수용액에 알칼리를 반응시키고, 이에 식용색소황색제5호를 흡착시킨 후 여과, 건조, 분쇄하여 얻어진 것이다."	3	D0100000000000	D0000000000000		nan	N
6458	D0112700000000	실리코알루민산나트륨	Sodium Silicoaluminate		이 품목은 Na2O : Al2O3 : SiO2를 각각 1 : 1 : 13몰 비율로 함유된 산화실리코알루민산나트륨의 일종이다.	3	D0100000000000	D0000000000000		nan	N
6459	D0112800000000	아니스알데히드	Anisaldehyde			3	D0100000000000	D0000000000000		nan	N
6460	D0112900000000	아디핀산	Adipic Acid			3	D0100000000000	D0000000000000		nan	N
6461	D0113000000000	L-아르기닌	L-Arginine			3	D0100000000000	D0000000000000		nan	N
6462	D0113100000000	α-아밀신남알데히드	α-Amylcinnamaldehyde	α-아밀신나믹알데히드		3	D0100000000000	D0000000000000		nan	N
6463	D0113200000000	아세토초산에틸	Ethyl Acetoacetate			3	D0100000000000	D0000000000000		nan	N
6464	D0113300000000	아세토페논	Acetophenone			3	D0100000000000	D0000000000000		nan	N
6465	D0113400000000	L-아스코르빈산나트륨	Sodium L-Ascorbate			3	D0100000000000	D0000000000000		nan	N
6466	D0113500000000	아스코르빌파르미테이트	Ascorbyl Palmitate | Vitamin C palmitate			3	D0100000000000	D0000000000000		nan	N
6467	D0113600000000	L-아스파라긴	L-Asparagine | L-α-Aminosuccinamic Acid			3	D0100000000000	D0000000000000		nan	N
6468	D0113700000000	L-아스파르트산	L-Aspartic Acid | L-Asparaginic Acid | L-Aminosuccinic Acid			3	D0100000000000	D0000000000000		nan	N
6469	D0113800000000	아스파탐	Aspartame			3	D0100000000000	D0000000000000		nan	N
6470	D0113900000000	아조디카르본아미드	Azodicarbonamide			3	D0100000000000	D0000000000000		nan	N
6471	D0114000000000	아질산나트륨	Sodium Nitrite			3	D0100000000000	D0000000000000		nan	N
6472	D0114100000000	β-아포-8''-카로티날	β-Apo-8'-Carotenal			3	D0100000000000	D0000000000000		nan	N
6473	D0114200000000	아황산나트륨	Sodium Sulfite	아황산소오다	"이 품목에는 결정물(7수염) 및 무수물이 있고, 각각을 아황산나트륨(결정) 및 아황산나트륨(무수)라 칭한다."	3	D0100000000000	D0000000000000		nan	N
6474	D0114200005000	아황산나트륨무수			"이 품목에는 결정물(7수염) 및 무수물이 있고, 각각을 아황산나트륨(결정) 및 아황산나트륨(무수)라 칭한다."	4	D0114200000000	D0000000000000		nan	N
6475	D0114200009000	아황산나트륨결정		아황산나트륨 결정물(7수염)	"이 품목에는 결정물(7수염) 및 무수물이 있고, 각각을 아황산나트륨(결정) 및 아황산나트륨(무수)라 칭한다."	4	D0114200000000	D0000000000000		nan	N
6476	D0114300000000	안식향산	Benzoic Acid			3	D0100000000000	D0000000000000		nan	N
6477	D0114400000000	안식향산나트륨	Sodium Benzoate			3	D0100000000000	D0000000000000		nan	N
6478	D0114500000000	안트라닐산메틸	Methyl Anthranilate			3	D0100000000000	D0000000000000		nan	N
6479	D0114600000000	알긴산나트륨	Sodium Alginate			3	D0100000000000	D0000000000000		nan	N
6480	D0114700000000	알긴산프로필렌글리콜	Propylene Glycol Alginate			3	D0100000000000	D0000000000000		nan	N
6481	D0114800000000	DL-알라닌	DL-Alanine			3	D0100000000000	D0000000000000		nan	N
6482	D0114900000000	에리쏘르빈산	Erythorbic Acid			3	D0100000000000	D0000000000000		nan	N
6483	D0115000000000	에리쏘르빈산나트륨	Sodium Erythorbate			3	D0100000000000	D0000000000000		nan	N
6484	D0115100000000	에스테르검	Ester Gum		"이 품목은 로진 또는 그 중합물 등의 유도체의 에스테르화합물이다. 이 품목에는 사용하는 알코올에 따라 글리세린계에스테르검, 펜타에리스리톨계에스테르검, 메탄올계에스테르검 등이 있다."	3	D0100000000000	D0000000000000		nan	N
6485	D0115200000000	에틸바닐린	Ethyl Vanillin			3	D0100000000000	D0000000000000		nan	N
6486	D0115300000000	염산	Hydrochloric Acid			3	D0100000000000	D0000000000000		nan	N
6487	D0115400000000	염소	Chlorine			3	D0100000000000	D0000000000000		nan	N
6488	D0115500000000	염화마그네슘	Magnesium Chloride			3	D0100000000000	D0000000000000		nan	N
6489	D0115600000000	염화암모늄	Ammonium Chloride			3	D0100000000000	D0000000000000		nan	N
6490	D0115700000000	염화칼륨	Potassium Chloride			3	D0100000000000	D0000000000000		nan	N
6491	D0115800000000	염화칼슘	Calcium Chloride			3	D0100000000000	D0000000000000		nan	N
6492	D0115900000000	엽산	Folic Acid			3	D0100000000000	D0000000000000		nan	N
6493	D0116000000000	옥타논산에틸	Ethyl Octanoate | Ethyl Caprylate			3	D0100000000000	D0000000000000		nan	N
6494	D0116100000000	변성전분	Food Starch Modified | Modified Food Starch			3	D0100000000000	D0000000000000		nan	N
6495	D0116100100000	산화전분	Oxidized Starch		차아염소산나트륨에 의한 산화반응	4	D0116100000000	D0000000000000		nan	N
6496	D0116100200000	아세틸아디핀산이전분	Acetylated Distarch Adipate		무수아디판산 및 무수초산에 의한 에스테르화반응	4	D0116100000000	D0000000000000		nan	N
6497	D0116100300000	아세틸인산이전분	Acetylated Distarch Phosphate		산화염화인 또는 메타삼인산나트륨과 무수초산 또는 초산비닐에의한 에스테르화 반응	4	D0116100000000	D0000000000000		nan	N
6498	D0116100400000	옥테닐호박산나트륨전분	Starch Sodium Octenyl Succinate		무수옥테닐호박산에 의한 에스테르화	4	D0116100000000	D0000000000000		nan	N
6499	D0116100500000	인산이전분	Distarch Phosphate		산화염화인 또는 메타삼인산나트륨에 의한 에스테르화반응	4	D0116100000000	D0000000000000		nan	N
6500	D0116100600000	인산일전분	Monostarch Phosphate		인산일전분반응 및 인산이전분반응	4	D0116100000000	D0000000000000		nan	N
6501	D0116100700000	인산화인산이전분	Phosphated Distarch Phosphate		폴리삼인산나트륨 및 메타삼인산나트륨에 의한 에스테르화반응	4	D0116100000000	D0000000000000		nan	N
6502	D0116100800000	초산전분	Starch Acetate		무수초산 또는 초산비닐에 의한 에스테르화반응	4	D0116100000000	D0000000000000		nan	N
6503	D0116100900000	히드록시프로필전분	Hydroxypropyl Starch		프로필렌옥시드에 의한 에테르화반응	4	D0116100000000	D0000000000000		nan	N
6504	D0116101000000	히드록시프로필인산이전분	Hydroxypropyl Distarch Phosphate		산화염화인 또는 메타삼인산나트륨에 의한 에스테르화반응 및 프로필렌옥시드에 의한 에테르화반응	4	D0116100000000	D0000000000000		nan	N
6505	D0116200000000	옥틸알데히드	Octyl Aldehyde | n-Octanal			3	D0100000000000	D0000000000000		nan	N
6506	D0116300000000	요오드칼륨	Potassium Iodide			3	D0100000000000	D0000000000000		nan	N
6507	D0116400000000	용성비타민P	Methyl Hesperidin			3	D0100000000000	D0000000000000		nan	N
6508	D0116500000000	γ-운데카락톤	γ-Undecalactone			3	D0100000000000	D0000000000000		nan	N
6509	D0116600000000	유게놀	Eugenol			3	D0100000000000	D0000000000000		nan	N
6510	D0116700000000	유성비타민A지방산에스테르	VitaminA in Oil	비타민A유	"이 품목은 수산동물의 신선한 간장, 유문수 등으로부터 얻은 지방유, 그의 비타민A농축물 또는 비타민A지방산에스테르 또는 이들을 식용식물유에 녹인 것이다."	3	D0100000000000	D0000000000000		nan	N
6511	D0116800000000	유칼리프톨	"Eucalyptol | 1,8-Cineol"			3	D0100000000000	D0000000000000		nan	N
6512	D0116900000000	5''-이노신산이나트륨	Disodium 5'-Inosinate | Sodium 5'-Inosinate | Sodium Inosinate	5'-이노신산나트륨		3	D0100000000000	D0000000000000		nan	N
6513	D0117000000000	이.디.티.에이.이나트륨	Disodium Ethylenediaminetetraacetate			3	D0100000000000	D0000000000000		nan	N
6514	D0117100000000	이.디.티.에이.칼슘이나트륨	Calcium Disodium Ethylenediaminetetraacetate			3	D0100000000000	D0000000000000		nan	N
6515	D0117200000000	이산화규소	Silicon Dioxide | Synthetic Amorphous Silica		"이산화규소는 X?ray회절법으로 관찰할 때 비결정성 양상을 띠는 무정형물질로서 증기상 가수분해공정에 의해 제조되는 연소(콜로이달)실리카와 습식방법에 의한 침강실리카, 실리카겔 또는 수화실리카이다."	3	D0100000000000	D0000000000000		nan	N
6516	D0117200100000	연소실리카			"이산화규소는 X?ray회절법으로 관찰할 때 비결정성 양상을 띠는 무정형물질로서 증기상 가수분해공정에 의해 제조되는 연소(콜로이달)실리카와 습식방법에 의한 침강실리카, 실리카겔 또는 수화실리카이다."	4	D0117200000000	D0000000000000		nan	N
6517	D0117200200000	침강실리카			"이산화규소는 X?ray회절법으로 관찰할 때 비결정성 양상을 띠는 무정형물질로서 증기상 가수분해공정에 의해 제조되는 연소(콜로이달)실리카와 습식방법에 의한 침강실리카, 실리카겔 또는 수화실리카이다."	4	D0117200000000	D0000000000000		nan	N
6518	D0117200300000	실리카겔			"이산화규소는 X?ray회절법으로 관찰할 때 비결정성 양상을 띠는 무정형물질로서 증기상 가수분해공정에 의해 제조되는 연소(콜로이달)실리카와 습식방법에 의한 침강실리카, 실리카겔 또는 수화실리카이다."	4	D0117200000000	D0000000000000		nan	N
6519	D0117200400000	수화실리카			"이산화규소는 X?ray회절법으로 관찰할 때 비결정성 양상을 띠는 무정형물질로서 증기상 가수분해공정에 의해 제조되는 연소(콜로이달)실리카와 습식방법에 의한 침강실리카, 실리카겔 또는 수화실리카이다."	4	D0117200000000	D0000000000000		nan	N
6520	D0117300000000	이산화염소(수)	Chlorine Dioxide			3	D0100000000000	D0000000000000		nan	N
6521	D0117400000000	이산화탄소	Carbon Dioxide			3	D0100000000000	D0000000000000		nan	N
6522	D0117500000000	이산화티타늄	Titanium Dioxide			3	D0100000000000	D0000000000000		nan	N
6523	D0117600000000	이소길초산에틸	Ethyl Isovalerate			3	D0100000000000	D0000000000000		nan	N
6524	D0117700000000	이소길초산이소아밀	Isoamyl Isovalerate			3	D0100000000000	D0000000000000		nan	N
6525	D0117800000000	L-이소로이신	L-Isoleucine			3	D0100000000000	D0000000000000		nan	N
6526	D0117900000000	이소말트	Isomalt | Hydrogenated Palatinose : Isomaltitol			3	D0100000000000	D0000000000000		nan	N
6527	D0118000000000	이소유게놀	Isoeugenol			3	D0100000000000	D0000000000000		nan	N
6528	D0118100000000	이소티오시안산알릴	Allyl Isothiocyanate			3	D0100000000000	D0000000000000		nan	N
6529	D0118200000000	α-이오논	α-Ionone			3	D0100000000000	D0000000000000		nan	N
6530	D0118300000000	β-이오논	β-Ionone			3	D0100000000000	D0000000000000		nan	N
6531	D0118400000000	이온교환수지	Ion Exchange Resin		"이 품목에는 입상물, 분상물 또는 현탁액이 있고 각각을 이온교환수지(입상), 이온교환수지(분상) 및 이온교환수지(현탁액)이라 칭한다."	3	D0100000000000	D0000000000000		nan	N
6532	D0118400017000	이온교환수지입상			"이 품목에는 입상물, 분상물 또는 현탁액이 있고 각각을 이온교환수지(입상), 이온교환수지(분상) 및 이온교환수지(현탁액)이라 칭한다."	4	D0118400000000	D0000000000000		nan	N
6533	D0118400018000	이온교환수지분상			"이 품목에는 입상물, 분상물 또는 현탁액이 있고 각각을 이온교환수지(입상), 이온교환수지(분상) 및 이온교환수지(현탁액)이라 칭한다."	4	D0118400000000	D0000000000000		nan	N
6534	D0118400019000	이온교환수지현탁액			"이 품목에는 입상물, 분상물 또는 현탁액이 있고 각각을 이온교환수지(입상), 이온교환수지(분상) 및 이온교환수지(현탁액)이라 칭한다."	4	D0118400000000	D0000000000000		nan	N
6535	D0118500000000	인산	Phosphoric Acid			3	D0100000000000	D0000000000000		nan	N
6536	D0118600000000	인산철	Ferric Phosphate			3	D0100000000000	D0000000000000		nan	N
6537	D0118700000000	자당지방산에스테르	Sucrose Esters of Fatty Acids		이 품목에는 지방산과 자당의 에스테르 및 자당초산이소낙산에스테르가 있다.	3	D0100000000000	D0000000000000		nan	N
6538	D0118700100000	자당초산이소낙산에스테르			이 품목에는 지방산과 자당의 에스테르 및 자당초산이소낙산에스테르가 있다.	4	D0118700000000	D0000000000000		nan	N
6539	D0118700200000	지방산과 자당의 에스테르			이 품목에는 지방산과 자당의 에스테르 및 자당초산이소낙산에스테르가 있다.	4	D0118700000000	D0000000000000		nan	N
6540	D0118800000000	자일리톨	Xylitol			3	D0100000000000	D0000000000000		nan	N
6541	D0118900000000	전해철	"Iron, Electrolytic"			3	D0100000000000	D0000000000000		nan	N
6542	D0119000000000	젖산	Lactic Acid		이 품목은 젖산 및 젖산축합물의 혼합물이다.	3	D0100000000000	D0000000000000		nan	N
6543	D0119100000000	젖산철	Ferrous Lactate			3	D0100000000000	D0000000000000		nan	N
6544	D0119200000000	젖산칼슘	Calcium Lactate			3	D0100000000000	D0000000000000		nan	N
6545	D0119300000000	제삼인산나트륨	"Sodium Phosphate, Tribasic"	인산삼나트륨	"이 품목에는 결정물 및 무수물이 있고, 각각을 제삼인산나트륨(결정) 및 제삼인산나트륨(무수)이라 칭한다."	3	D0100000000000	D0000000000000		nan	N
6546	D0119300005000	제삼인산나트륨무수			"이 품목에는 결정물 및 무수물이 있고, 각각을 제삼인산나트륨(결정) 및 제삼인산나트륨(무수)이라 칭한다."	4	D0119300000000	D0000000000000		nan	N
6547	D0119300009000	제삼인산나트륨결정			"이 품목에는 결정물 및 무수물이 있고, 각각을 제삼인산나트륨(결정) 및 제삼인산나트륨(무수)이라 칭한다."	4	D0119300000000	D0000000000000		nan	N
6548	D0119400000000	제삼인산칼륨	"Potassium Phosphate, Tribasic"	인산삼칼륨		3	D0100000000000	D0000000000000		nan	N
6549	D0119500000000	제삼인산칼슘	"Calcium Phosphate, Tribasic | Calcium Hydroxyapatite"	인산삼칼슘		3	D0100000000000	D0000000000000		nan	N
6550	D0119600000000	제이인산나트륨	"Sodium Phosphate, Dibasic"	인산이나트륨 / 인산수소이나트륨	"이 품목에는 결정물(2～12수염) 및 무수물이 있고, 각각을 제이인산나트륨(결정) 및 제이인산나트륨(무수)이라 칭한다."	3	D0100000000000	D0000000000000		nan	N
6551	D0119600005000	제이인산나트륨무수			"이 품목에는 결정물(2～12수염) 및 무수물이 있고, 각각을 제이인산나트륨(결정) 및 제이인산나트륨(무수)이라 칭한다."	4	D0119600000000	D0000000000000		nan	N
6552	D0119600009000	제이인산나트륨결정		제이인산나트륨 결정물(2~12수염)	"이 품목에는 결정물(2～12수염) 및 무수물이 있고, 각각을 제이인산나트륨(결정) 및 제이인산나트륨(무수)이라 칭한다."	4	D0119600000000	D0000000000000		nan	N
6553	D0119700000000	제이인산암모늄	"Ammonium Phosphate, Dibasic"	인산이암모늄		3	D0100000000000	D0000000000000		nan	N
6554	D0119800000000	제이인산칼륨	"Potassium Phosphate, Dibasic"	인산이칼륨		3	D0100000000000	D0000000000000		nan	N
6555	D0119900000000	제이인산칼슘	"Calcium Phosphate, Dibasic"	인산수소칼슘		3	D0100000000000	D0000000000000		nan	N
6556	D0120000000000	제일인산나트륨	Sodium Phosphate	인산일나트륨	"이 품목에는 결정물(1수염, 2수염)) 및 무수물이 있고, 각각을 제일인산나트륨(결정) 및 제일인산나트륨(무수)이라 칭한다."	3	D0100000000000	D0000000000000		nan	N
6557	D0120000005000	제일인산나트륨무수			"이 품목에는 결정물(1수염, 2수염)) 및 무수물이 있고, 각각을 제일인산나트륨(결정) 및 제일인산나트륨(무수)이라 칭한다."	4	D0120000000000	D0000000000000		nan	N
6558	D0120000010000	제일인산나트륨1수염		제일인산나트륨 결정물	"이 품목에는 결정물(1수염, 2수염)) 및 무수물이 있고, 각각을 제일인산나트륨(결정) 및 제일인산나트륨(무수)이라 칭한다."	4	D0120000000000	D0000000000000		nan	N
6559	D0120000012000	제일인산나트륨2수염		제일인산나트륨 결정물	"이 품목에는 결정물(1수염, 2수염)) 및 무수물이 있고, 각각을 제일인산나트륨(결정) 및 제일인산나트륨(무수)이라 칭한다."	4	D0120000000000	D0000000000000		nan	N
6560	D0120100000000	제일인산암모늄	Ammonium Phosphate	산성인산암모늄		3	D0100000000000	D0000000000000		nan	N
6561	D0120200000000	제일인산칼륨	Potassium Phosphate	산성인산칼륨		3	D0100000000000	D0000000000000		nan	N
6562	D0120300000000	제일인산칼슘	"Calcium Phosphate, Monobasic"	산성인산칼슘		3	D0100000000000	D0000000000000		nan	N
6563	D0120300005000	제일인산칼슘무수				4	D0120300000000	D0000000000000		nan	N
6564	D0120300009000	제일인산칼슘결정		제일인산칼슘(1수염)		4	D0120300000000	D0000000000000		nan	N
6565	D0120400000000	DL-주석산	DL-Tartaric Acid	dl-주석산		3	D0100000000000	D0000000000000		nan	N
6566	D0120500000000	L-주석산	L-Tartaric Acid	d-주석산		3	D0100000000000	D0000000000000		nan	N
6567	D0120600000000	DL-주석산나트륨	Disodium DL-Tartrate	dl-주석산나트륨		3	D0100000000000	D0000000000000		nan	N
6568	D0120700000000	L-주석산나트륨	Disodium L-Tartrate	d-주석산나트륨		3	D0100000000000	D0000000000000		nan	N
6569	D0120800000000	DL-주석산수소칼륨	Potassium DL-Bitartrate	dl-주석산수소칼륨 / DL-중주석산칼륨		3	D0100000000000	D0000000000000		nan	N
6570	D0120900000000	L-주석산수소칼륨	Potassium L-Bitartrate	d-주석산수소칼륨 / L-중주석산칼륨		3	D0100000000000	D0000000000000		nan	N
6571	D0121000000000	질산나트륨	Sodium Nitrate			3	D0100000000000	D0000000000000		nan	N
6572	D0121100000000	질산칼륨	Potassium Nitrate			3	D0100000000000	D0000000000000		nan	N
6573	D0121200000000	차아염소산나트륨	Sodium Hypochlorite	차아염소산소오다	"이 품목은 유효성분으로 차아염소산나트륨을 함유하는 것을 말하며, 식염수를 전기분해의 방법으로 얻어지는 것도 포함한다."	3	D0100000000000	D0000000000000		nan	N
6574	D0121300000000	차아황산나트륨	Sodium Hydrosulfite			3	D0100000000000	D0000000000000		nan	N
6575	D0121400000000	철클로로필린나트륨	Sodium Iron Chlorophyllin			3	D0100000000000	D0000000000000		nan	N
6576	D0121500000000	초산	Acetic Acid			3	D0100000000000	D0000000000000		nan	N
6577	D0121600000000	초산게라닐	Geranyl Acetate			3	D0100000000000	D0000000000000		nan	N
6578	D0121700000000	초산나트륨	Sodium Acetate		"이 품목에는 결정물(3수염) 및 무수물이 있고, 각각을 초산나트륨(결정) 및 초산나트륨(무수)이라 칭한다."	3	D0100000000000	D0000000000000		nan	N
6579	D0121700005000	초산나트륨무수			"이 품목에는 결정물(3수염) 및 무수물이 있고, 각각을 초산나트륨(결정) 및 초산나트륨(무수)이라 칭한다."	4	D0121700000000	D0000000000000		nan	N
6580	D0121700009000	초산나트륨결정		초산나트륨 결정물(3수염)	"이 품목에는 결정물(3수염) 및 무수물이 있고, 각각을 초산나트륨(결정) 및 초산나트륨(무수)이라 칭한다."	4	D0121700000000	D0000000000000		nan	N
6581	D0121800000000	초산리나릴	Linalyl Acetate			3	D0100000000000	D0000000000000		nan	N
6582	D0121900000000	초산벤질	Benzyl Acetate			3	D0100000000000	D0000000000000		nan	N
6583	D0122000000000	초산부틸	Butyl Acetate			3	D0100000000000	D0000000000000		nan	N
6584	D0122100000000	초산비닐수지	Polyvinyl Acetate		이 품목은 초산비닐의 중합물이다.	3	D0100000000000	D0000000000000		nan	N
6585	D0122200000000	초산시트로넬릴	Citronellyl Acetate			3	D0100000000000	D0000000000000		nan	N
6586	D0122300000000	초산신나밀	Cinnamyl Acetate			3	D0100000000000	D0000000000000		nan	N
6587	D0122400000000	초산에틸	Ethyl Acetate			3	D0100000000000	D0000000000000		nan	N
6588	D0122500000000	초산이소아밀	Isoamyl Acetate			3	D0100000000000	D0000000000000		nan	N
6589	D0122600000000	초산페닐에틸	Phenylethyl Acetate			3	D0100000000000	D0000000000000		nan	N
6590	D0122700000000	β-카로틴	β-Carotene			3	D0100000000000	D0000000000000		nan	N
6591	D0122800000000	카르민	Carmine		"이 품목은 선인장 Nopalea coccinellifera 등에 기생하는 연지벌레 암컷인 Dactylopius coccus costa(Coccus cacti. L)의 건조충체를 물추출에 의해 얻어진 색소인 카르민산(Carminic acid, C22H20O13)에 수산화알루미늄을 처리한 알루미늄 또는 칼슘-알루미늄레이크이다."	3	D0100000000000	D0000000000000		nan	N
6592	D0122900000000	카르복시메틸셀룰로오스나트륨	Sodium Carboxymethylcellulose | Cellulose Gum | Carboxymethylcellulose | Sodium CMC	섬유소글리콜산나트륨		3	D0100000000000	D0000000000000		nan	N
6593	D0123000000000	카르복시메틸셀룰로오스칼슘	Calcium Carboxymethylcellulose	섬유소글리콜산칼슘		3	D0100000000000	D0000000000000		nan	N
6594	D0123100000000	카르복시메틸스타치나트륨	Sodium Carboxymethyl Starch			3	D0100000000000	D0000000000000		nan	N
6595	D0123200000000	카제인나트륨	Sodium Caseinate			3	D0100000000000	D0000000000000		nan	N
6596	D0123300000000	카프론산알릴	Allyl Caproate			3	D0100000000000	D0000000000000		nan	N
