,일련번호,메뉴명,새 재료정보,종류,용량,단위,새 재료정보 추출
0,28,새우 두부 계란찜,연두부 75g(3/4모),0,75,g,연두부
1,28,새우 두부 계란찜,칵테일새우 20g(5마리),0,20,g,칵테일새우
2,28,새우 두부 계란찜,달걀 30g(1/2개),0,30,g,달걀
3,28,새우 두부 계란찜,생크림 13g(1큰술),0,13,g,생크림
4,28,새우 두부 계란찜,설탕 5g(1작은술),2,5,g,설탕
5,28,새우 두부 계란찜,무염버터 5g(1작은술),0,5,g,무염버터
6,28,새우 두부 계란찜,고명,0,0,,고명
7,28,새우 두부 계란찜,시금치 10g(3줄기),0,10,g,시금치
8,29,부추 콩가루 찜,1인분,0,0,,인분
9,29,부추 콩가루 찜,조선부추 50g,0,50,g,조선부추
10,29,부추 콩가루 찜,날콩가루 7g(1⅓작은술),0,7,g,날콩가루
11,29,부추 콩가루 찜,양념장,0,0,,양념장
12,29,부추 콩가루 찜,저염간장 3g(2/3작은술),2,3,g,저염간장
13,29,부추 콩가루 찜,다진 대파 5g(1작은술),0,5,g,다진대파
14,29,부추 콩가루 찜,다진 마늘 2g(1/2쪽),0,2,g,다진마늘
15,29,부추 콩가루 찜,고춧가루 2g(1/3작은술),0,2,g,고춧가루
16,29,부추 콩가루 찜,요리당 2g(1/3작은술),0,2,g,요리당
17,29,부추 콩가루 찜,참기름 2g(1/3작은술),2,2,g,참기름
18,29,부추 콩가루 찜,참깨 약간,0,0,,참깨약간
19,31,방울토마토 소박이,방울토마토 150g(5개),0,150,g,방울토마토
20,31,방울토마토 소박이,양파 10g(3×1cm),0,10,g,양파
21,31,방울토마토 소박이,부추 10g(5줄기),0,10,g,부추
22,31,방울토마토 소박이,양념장,0,0,,양념장
23,31,방울토마토 소박이,고춧가루 4g(1작은술),0,4,g,고춧가루
24,31,방울토마토 소박이,멸치액젓 3g(2/3작은술),0,3,g,멸치액젓
25,31,방울토마토 소박이,다진 마늘 2.5g(1/2쪽),0,2.5,g,다진마늘
26,31,방울토마토 소박이,매실액 2g(1/3작은술),0,2,g,매실액
27,31,방울토마토 소박이,설탕 2g(1/3작은술),2,2,g,설탕
28,31,방울토마토 소박이,물 2ml(1/3작은술),0,0,,물
29,31,방울토마토 소박이,통깨 약간,0,0,,통깨약간
30,32,순두부 사과 소스 오이무침,오이무침,0,0,,오이무침
31,32,순두부 사과 소스 오이무침,오이 70g(1/3개),0,70,g,오이
32,32,순두부 사과 소스 오이무침,다진 땅콩 10g(1큰술),0,10,g,다진땅콩
33,32,순두부 사과 소스 오이무침,순두부사과 소스,0,0,,순두부사과소스
34,32,순두부 사과 소스 오이무침,순두부 40g(1/8봉지),0,40,g,순두부
35,32,순두부 사과 소스 오이무침,사과 50g(1/3개),0,50,g,사과
36,33,사과 새우 북엇국,북엇국,0,0,,북엇국
37,33,사과 새우 북엇국,북어채 25g(15개),0,25,g,북어채
38,33,사과 새우 북엇국,새우 10g(3마리),0,10,g,새우
39,33,사과 새우 북엇국,사과 30g(1/5개),0,30,g,사과
40,33,사과 새우 북엇국,양파 40g(1/4개),0,40,g,양파
41,33,사과 새우 북엇국,표고버섯 20g(2장),0,20,g,표고버섯
42,33,사과 새우 북엇국,물 300ml(1½컵),0,0,,물
43,36,저염 된장으로 맛을 낸 황태해장국,황태해장국,0,0,,황태해장국
44,36,저염 된장으로 맛을 낸 황태해장국,황태(채) 15g(10개),0,15,g,황태
45,36,저염 된장으로 맛을 낸 황태해장국,콩나물 30g(1/6봉지),0,30,g,콩나물
46,36,저염 된장으로 맛을 낸 황태해장국,무 30g(5×3×2cm),0,30,g,무
47,36,저염 된장으로 맛을 낸 황태해장국,저염된장 10g(2작은술),2,10,g,저염된장
48,36,저염 된장으로 맛을 낸 황태해장국,물 300ml(1½컵),0,0,,물
49,36,저염 된장으로 맛을 낸 황태해장국,청양고추 5g(1/2개),2,5,g,청양고추
50,36,저염 된장으로 맛을 낸 황태해장국,다진 마늘 2g(1/3작은술),0,2,g,다진마늘
51,37,된장국,두부 20g(2×2×2cm),0,20,g,두부
52,37,된장국,애느타리버섯 20g(4가닥),0,20,g,애느타리버섯
53,37,된장국,감자 10g(4×3×1cm),0,10,g,감자
54,37,된장국,양파 10g(2×1cm),0,10,g,양파
55,37,된장국,대파 10g(5cm),0,10,g,대파
56,37,된장국,된장 5g(1작은술),2,5,g,된장
57,37,된장국,물 300ml(1½컵),0,0,,물
58,38,표고버섯 청경채국,멸치육수,0,0,,멸치육수
59,38,표고버섯 청경채국,국물용 멸치 5g(3마리),0,5,g,국물용멸치
60,38,표고버섯 청경채국,다시마 1장(5×1cm),0,0,,다시마
61,38,표고버섯 청경채국,양파 10g(2×1cm),0,10,g,양파
62,38,표고버섯 청경채국,표고버섯 기둥,0,0,,표고버섯기둥
63,38,표고버섯 청경채국,국간장 5g(1작은술),2,5,g,국간장
64,38,표고버섯 청경채국,물 300ml(1½컵),0,0,,물
65,38,표고버섯 청경채국,채소준비,0,0,,채소준비
66,38,표고버섯 청경채국,청경채 20g(1개),2,20,g,청경채
67,38,표고버섯 청경채국,표고버섯 20g(2장),0,20,g,표고버섯
68,38,표고버섯 청경채국,다진 마늘 2g(1/3작은술),0,2,g,다진마늘
69,95,치커리샐러드와 올리브 마늘 소스,치커리 샐러드,0,0,,치커리샐러드
70,95,치커리샐러드와 올리브 마늘 소스,치커리 30g(10줄기),0,30,g,치커리
71,95,치커리샐러드와 올리브 마늘 소스,적양배추 15g(5×3cm),0,15,g,적양배추
72,95,치커리샐러드와 올리브 마늘 소스,양파 10g(2×1cm),0,10,g,양파
73,95,치커리샐러드와 올리브 마늘 소스,당근 5g(3×1×1cm),0,5,g,당근
74,95,치커리샐러드와 올리브 마늘 소스,올리브마늘 드레싱,0,0,,올리브마늘드레싱
75,95,치커리샐러드와 올리브 마늘 소스,올리브유 10g(2작은술),2,10,g,올리브유
76,95,치커리샐러드와 올리브 마늘 소스,식초 5g(1작은술),2,5,g,식초
77,95,치커리샐러드와 올리브 마늘 소스,설탕 5g(1작은술),2,5,g,설탕
78,95,치커리샐러드와 올리브 마늘 소스,마늘 5g(1쪽),0,5,g,마늘
79,87,스트로베리 샐러드,딸기 70g(7개),0,70,g,딸기
80,87,스트로베리 샐러드,플레인요거트 85g(1개),0,85,g,플레인요거트
81,87,스트로베리 샐러드,양상추 70g(2장),0,70,g,양상추
82,87,스트로베리 샐러드,메추리알 30g(3개),0,30,g,메추리알
83,87,스트로베리 샐러드,블루베리 15g(1큰술),0,15,g,블루베리
84,87,스트로베리 샐러드,식초 약간,2,0,,식초약간
85,87,스트로베리 샐러드,소금 약간,2,0,,소금약간
86,89,시금치 우유 소스와 그린매쉬드포테이토,그린매쉬드포테이토,0,0,,그린매쉬드포테이토
87,89,시금치 우유 소스와 그린매쉬드포테이토,감자 80g(1/2개),0,80,g,감자
88,89,시금치 우유 소스와 그린매쉬드포테이토,시금치우유 소스 5g(1작은술),0,5,g,시금치우유소스
89,89,시금치 우유 소스와 그린매쉬드포테이토,아몬드 2g(1알),0,2,g,아몬드
90,89,시금치 우유 소스와 그린매쉬드포테이토,설탕 2g(1/3작은술),2,2,g,설탕
91,89,시금치 우유 소스와 그린매쉬드포테이토,크랜베리 3g,0,3,g,크랜베리
92,89,시금치 우유 소스와 그린매쉬드포테이토,치커리 약간,0,0,,치커리약간
93,89,시금치 우유 소스와 그린매쉬드포테이토,시금치우유 소스,0,0,,시금치우유소스
94,89,시금치 우유 소스와 그린매쉬드포테이토,시금치 10g,0,10,g,시금치
95,89,시금치 우유 소스와 그린매쉬드포테이토,우유 10g(2작은술),0,10,g,우유
96,91,버섯구이와 두부타르타르 소스,버섯구이,0,0,,버섯구이
97,91,버섯구이와 두부타르타르 소스,새송이버섯 70g(7개),0,70,g,새송이버섯
98,91,버섯구이와 두부타르타르 소스,올리브유 10g(2작은술),2,10,g,올리브유
99,91,버섯구이와 두부타르타르 소스,곁들임,0,0,,곁들임
100,91,버섯구이와 두부타르타르 소스,치커리 10g(3줄기),0,10,g,치커리
101,91,버섯구이와 두부타르타르 소스,두부타르타르 소스,0,0,,두부타르타르소스
102,91,버섯구이와 두부타르타르 소스,연두부 30g(1/4모),0,30,g,연두부
103,91,버섯구이와 두부타르타르 소스,다진 양파 10g(2작은술),0,10,g,다진양파
104,91,버섯구이와 두부타르타르 소스,다진 오이피클 10g(2작은술),0,10,g,다진오이피클
105,91,버섯구이와 두부타르타르 소스,올리브유 2g(1/3작은술),2,2,g,올리브유
106,91,버섯구이와 두부타르타르 소스,식초 5g(1작은술),2,5,g,식초
107,91,버섯구이와 두부타르타르 소스,레몬즙 3g(2/3작은술),2,3,g,레몬즙
108,91,버섯구이와 두부타르타르 소스,머스터드 3g(2/3작은술),0,3,g,머스터드
109,91,버섯구이와 두부타르타르 소스,꿀 2g(1/3작은술),2,2,g,꿀
110,91,버섯구이와 두부타르타르 소스,흰 후추 약간,2,0,,흰후추약간
111,93,구운채소와 간장레몬 소스,구운채소,0,0,,구운채소
112,93,구운채소와 간장레몬 소스,가지 20g(3cm),0,20,g,가지
113,93,구운채소와 간장레몬 소스,호박 50g(1/3개),0,50,g,호박
114,93,구운채소와 간장레몬 소스,새송이버섯 15g(3개),0,15,g,새송이버섯
115,93,구운채소와 간장레몬 소스,양파 15g(1/8개),0,15,g,양파
116,93,구운채소와 간장레몬 소스,발사믹크레마 15g(1큰술),0,15,g,발사믹크레마
117,93,구운채소와 간장레몬 소스,빨강 파프리카 3g(3×1cm),0,3,g,빨강파프리카
118,93,구운채소와 간장레몬 소스,노랑 파프리카 3g(3×1cm),0,3,g,노랑파프리카
119,93,구운채소와 간장레몬 소스,청피망 3g(3×1cm),2,3,g,청피망
120,93,구운채소와 간장레몬 소스,올리브유 약간,2,0,,올리브유약간
121,93,구운채소와 간장레몬 소스,간장 레몬 소스,2,0,,간장레몬소스
122,93,구운채소와 간장레몬 소스,저염간장 5g(1작은술),2,5,g,저염간장
123,93,구운채소와 간장레몬 소스,식초 15g(1큰술),2,15,g,식초
124,93,구운채소와 간장레몬 소스,설탕 10g(1큰술),2,10,g,설탕
125,93,구운채소와 간장레몬 소스,레몬즙 5g(1작은술),2,5,g,레몬즙
126,94,브로콜리 컬리플라워 샐러드와 두유 요거트 소스,브로콜리컬리플라워 샐러드,0,0,,브로콜리컬리플라워샐러드
127,94,브로콜리 컬리플라워 샐러드와 두유 요거트 소스,브로콜리 40g(1/5송이),0,40,g,브로콜리
128,94,브로콜리 컬리플라워 샐러드와 두유 요거트 소스,컬리플라워 40g(1/3송이),0,40,g,컬리플라워
129,94,브로콜리 컬리플라워 샐러드와 두유 요거트 소스,적양파 10g(2×1cm),0,10,g,적양파
130,94,브로콜리 컬리플라워 샐러드와 두유 요거트 소스,강낭콩 5g(1작은술),0,5,g,강낭콩
131,94,브로콜리 컬리플라워 샐러드와 두유 요거트 소스,건포도 5알,0,0,,건포도
132,94,브로콜리 컬리플라워 샐러드와 두유 요거트 소스,호두 1/2알,0,0,,호두
133,94,브로콜리 컬리플라워 샐러드와 두유 요거트 소스,소금 약간,2,0,,소금약간
134,94,브로콜리 컬리플라워 샐러드와 두유 요거트 소스,두유요거트 소스,0,0,,두유요거트소스
135,94,브로콜리 컬리플라워 샐러드와 두유 요거트 소스,두유 50g(3⅓큰술),0,50,g,두유
136,94,브로콜리 컬리플라워 샐러드와 두유 요거트 소스,플레인요거트 20g(1⅓큰술),0,20,g,플레인요거트
137,94,브로콜리 컬리플라워 샐러드와 두유 요거트 소스,레몬즙 5g(1작은술),2,5,g,레몬즙
138,94,브로콜리 컬리플라워 샐러드와 두유 요거트 소스,설탕 약간,2,0,,설탕약간
139,108,오렌지와 당근 만남주스,오렌지 당근펀치,0,0,,오렌지당근펀치
140,108,오렌지와 당근 만남주스,당근 100g(1/2개),0,100,g,당근
141,108,오렌지와 당근 만남주스,오렌지 100g(1/2개),0,100,g,오렌지
142,111,칠곡석류국수,주재료,0,0,,주재료
143,111,칠곡석류국수,소면 160g,0,160,g,소면
144,111,칠곡석류국수,저염소금 4g(1작은술),2,4,g,저염소금
145,111,칠곡석류국수,식초 8g(1/2작은술),2,8,g,식초
146,111,칠곡석류국수,소스,0,0,,소스
147,111,칠곡석류국수,석류 200g(1/2개),0,200,g,석류
148,111,칠곡석류국수,장식,0,0,,장식
149,111,칠곡석류국수,잣 4g(1작은술),0,4,g,잣
150,111,칠곡석류국수,아몬드 4g(1작은술),0,4,g,아몬드
151,111,칠곡석류국수,해바라기씨 4g(1작은술),0,4,g,해바라기씨
152,111,칠곡석류국수,호두 4g(1작은술),0,4,g,호두
153,111,칠곡석류국수,호박씨 4g(1작은술),0,4,g,호박씨
154,111,칠곡석류국수,오이 20g(1/4개),0,20,g,오이
155,113,블랙빈 곤약국수,주재료,0,0,,주재료
156,113,블랙빈 곤약국수,실곤약 440g,0,440,g,실곤약
157,113,블랙빈 곤약국수,검은콩 70g,0,70,g,검은콩
158,113,블랙빈 곤약국수,볶은 흑임자 6g(1작은술),0,6,g,볶은흑임자
159,113,블랙빈 곤약국수,호두 6g(1알),0,6,g,호두
160,113,블랙빈 곤약국수,장식,0,0,,장식
161,113,블랙빈 곤약국수,오이 20g(1/8개),0,20,g,오이
162,113,블랙빈 곤약국수,토마토 50g(1/2개),0,50,g,토마토
163,113,블랙빈 곤약국수,달걀 50g(1개),0,50,g,달걀
164,114,닭가슴살 브로콜리 만두,주재료,0,0,,주재료
165,114,닭가슴살 브로콜리 만두,만두피 4g(2장),0,4,g,만두피
166,114,닭가슴살 브로콜리 만두,브로콜리 100g(1/4개),0,100,g,브로콜리
167,114,닭가슴살 브로콜리 만두,숙주 100g,0,100,g,숙주
168,114,닭가슴살 브로콜리 만두,표고버섯 20g(2개),0,20,g,표고버섯
169,114,닭가슴살 브로콜리 만두,닭 가슴살 100g,0,100,g,닭가슴살
170,114,닭가슴살 브로콜리 만두,참기름 2g(1/2작은술),2,2,g,참기름
171,114,닭가슴살 브로콜리 만두,저염간장 4g(1작은술),2,4,g,저염간장
172,114,닭가슴살 브로콜리 만두,소금 0.5g,2,0.5,g,소금
173,114,닭가슴살 브로콜리 만두,후춧가루 0.1g,0,0.1,g,후춧가루
174,131,함초 냉이 국수,주재료,0,0,,주재료
175,131,함초 냉이 국수,소면 50g,0,50,g,소면
176,131,함초 냉이 국수,육수,0,0,,육수
177,131,함초 냉이 국수,함초 3g(1/2작은술),0,3,g,함초
178,131,함초 냉이 국수,노루궁뎅이버섯 25g(1/2개),0,25,g,노루궁뎅이버섯
179,131,함초 냉이 국수,다시마 17g(15cm),0,17,g,다시마
180,131,함초 냉이 국수,파 140g(1/2개),0,140,g,파
181,131,함초 냉이 국수,양파 150g(1/2개),0,150,g,양파
182,131,함초 냉이 국수,무 250g(1/3개),0,250,g,무
183,131,함초 냉이 국수,모시조개 150g(3/4컵),0,150,g,모시조개
184,131,함초 냉이 국수,냉이 35g,0,35,g,냉이
185,131,함초 냉이 국수,간장 30g(2큰술),2,30,g,간장
186,131,함초 냉이 국수,장식,0,0,,장식
187,131,함초 냉이 국수,달걀 50g(1개),0,50,g,달걀
188,131,함초 냉이 국수,청고추 20g(1개),2,20,g,청고추
189,131,함초 냉이 국수,실고추 2g,0,2,g,실고추
190,137,된장 두부찌개,두부 320g(1모),0,320,g,두부
191,137,된장 두부찌개,쌀뜨물 300g(1½컵),0,300,g,쌀뜨물
192,137,된장 두부찌개,돼지고기 100g,0,100,g,돼지고기
193,137,된장 두부찌개,김치 140g,0,140,g,김치
194,137,된장 두부찌개,된장 20g(1½큰술),2,20,g,된장
195,137,된장 두부찌개,청양고추 10g(1/2개),2,10,g,청양고추
196,137,된장 두부찌개,홍고추 5g(1/4개),0,5,g,홍고추
197,137,된장 두부찌개,대파 10g(2cm),0,10,g,대파
198,137,된장 두부찌개,고춧가루 5g(1작은술),0,5,g,고춧가루
199,138,부대된장찌개,다시마 1g,0,1,g,다시마
200,138,부대된장찌개,두부 10g,0,10,g,두부
201,138,부대된장찌개,떡국 떡 10g,0,10,g,떡국떡
202,138,부대된장찌개,스팸(마일드) 10g,0,10,g,스팸
203,138,부대된장찌개,다진 마늘 5g,0,5,g,다진마늘
204,138,부대된장찌개,무 20g,0,20,g,무
205,138,부대된장찌개,김치 15g,0,15,g,김치
206,138,부대된장찌개,소시지 10g(1/2개),0,10,g,소시지
207,138,부대된장찌개,우민찌 5g(1작은술),0,5,g,우민찌
208,138,부대된장찌개,양파 5g,0,5,g,양파
209,138,부대된장찌개,저염된장 15g(1큰술),2,15,g,저염된장
210,138,부대된장찌개,베이컨 5g,0,5,g,베이컨
211,138,부대된장찌개,대파 5g,0,5,g,대파
212,138,부대된장찌개,청양고추 5g,2,5,g,청양고추
213,138,부대된장찌개,홍고추 1g,0,1,g,홍고추
214,181,양배추감자전,주재료,0,0,,주재료
215,181,양배추감자전,감자 100g(1개),0,100,g,감자
216,181,양배추감자전,양배추 150g(1/2개),0,150,g,양배추
217,181,양배추감자전,당근 15g(1/10개),0,15,g,당근
218,181,양배추감자전,두부 20g(1/20모),0,20,g,두부
219,181,양배추감자전,돼지고기 30g,0,30,g,돼지고기
220,181,양배추감자전,청양고추 5g(1개),2,5,g,청양고추
221,181,양배추감자전,부침가루 45g(3큰술),0,45,g,부침가루
222,181,양배추감자전,달걀 60g(1개),0,60,g,달걀
223,181,양배추감자전,식용유 15g(1큰술),0,15,g,식용유
224,181,양배추감자전,소스,0,0,,소스
225,181,양배추감자전,오렌지즙 15g(1큰술),0,15,g,오렌지즙
226,181,양배추감자전,간장 2g(1/2작은술),2,2,g,간장
227,181,양배추감자전,식초 10g(2작은술),2,10,g,식초
228,74,돌나물 샐러드,돌나물 90g,0,90,g,돌나물
229,74,돌나물 샐러드,미니새송이버섯 60g(7개),0,60,g,미니새송이버섯
230,74,돌나물 샐러드,참기름 약간,2,0,,참기름약간
231,74,돌나물 샐러드,레몬마요네즈 소스,0,0,,레몬마요네즈소스
232,74,돌나물 샐러드,마요네즈 10g(2작은술),0,10,g,마요네즈
233,74,돌나물 샐러드,레몬즙 20g(1⅓큰술),2,20,g,레몬즙
234,74,돌나물 샐러드,청양고추 5g(1/2개),2,5,g,청양고추
235,74,돌나물 샐러드,홍고추 5g(1/2개),0,5,g,홍고추
236,74,돌나물 샐러드,참기름 약간,2,0,,참기름약간
237,159,석류 보쌈김치,주재료,0,0,,주재료
238,159,석류 보쌈김치,배추 70g(1/10개),0,70,g,배추
239,159,석류 보쌈김치,석류즙 10g(2작은술),0,10,g,석류즙
240,159,석류 보쌈김치,소금 5g(1/2작은술),2,5,g,소금
241,159,석류 보쌈김치,양념,0,0,,양념
242,159,석류 보쌈김치,무 10g(3cm),0,10,g,무
243,159,석류 보쌈김치,미나리 10g,0,10,g,미나리
244,159,석류 보쌈김치,쪽파 10g(1개),0,10,g,쪽파
245,159,석류 보쌈김치,다진 마늘 5g(1작은술),0,5,g,다진마늘
246,159,석류 보쌈김치,다진 생강 5g(1작은술),0,5,g,다진생강
247,159,석류 보쌈김치,새우젓국 15g(1큰술),0,15,g,새우젓국
248,161,유자 대구조림,주재료,0,0,,주재료
249,161,유자 대구조림,대구살 120g,0,120,g,대구살
250,161,유자 대구조림,홍파프리카 10g(1/10개),0,10,g,홍파프리카
251,161,유자 대구조림,황파프리카 10g(1/10개),0,10,g,황파프리카
252,161,유자 대구조림,청파프리카 10g(1/10개),2,10,g,청파프리카
253,161,유자 대구조림,황금팽이버섯 10g,0,10,g,황금팽이버섯
254,161,유자 대구조림,미나리 20g,0,20,g,미나리
255,161,유자 대구조림,밀가루 25g(2큰술),0,25,g,밀가루
256,161,유자 대구조림,소스,0,0,,소스
257,161,유자 대구조림,유자청 20g(1⅓큰술),2,20,g,유자청
258,161,유자 대구조림,발사믹식초 10g(2작은술),2,10,g,발사믹식초
259,161,유자 대구조림,화이트와인 10g(2작은술),0,10,g,화이트와인
260,161,유자 대구조림,장식,0,0,,장식
261,161,유자 대구조림,대파 30g(1개),0,30,g,대파
262,162,파프리카 물김치,주재료,0,0,,주재료
263,162,파프리카 물김치,자색고구마 10g(3cm),0,10,g,자색고구마
264,162,파프리카 물김치,무 10g(2cm),0,10,g,무
265,162,파프리카 물김치,배 80g(1/4개),0,80,g,배
266,162,파프리카 물김치,배추 200g(1/3개),0,200,g,배추
267,162,파프리카 물김치,부추 10g,0,10,g,부추
268,162,파프리카 물김치,사과 80g(1/3개),0,80,g,사과
269,162,파프리카 물김치,쪽파 10g(10cm),0,10,g,쪽파
270,162,파프리카 물김치,소금 20g(1⅓큰술),2,20,g,소금
271,162,파프리카 물김치,양념,0,0,,양념
272,162,파프리카 물김치,멥쌀 10g(2작은술),0,10,g,멥쌀
273,162,파프리카 물김치,물엿 50g(1/4컵),0,50,g,물엿
274,162,파프리카 물김치,황파프리카 140g(1½개),0,140,g,황파프리카
275,193,고추장 라따뚜이,주재료,0,0,,주재료
276,193,고추장 라따뚜이,애호박 70g(1½개),0,70,g,애호박
277,193,고추장 라따뚜이,양송이버섯 60g(3개),0,60,g,양송이버섯
278,193,고추장 라따뚜이,가지 70g(1/2개),0,70,g,가지
279,193,고추장 라따뚜이,저염살라미 25g,0,25,g,저염살라미
280,193,고추장 라따뚜이,사과 60g(1/3개),0,60,g,사과
281,193,고추장 라따뚜이,소스,0,0,,소스
282,193,고추장 라따뚜이,양파 40g(1/5개),0,40,g,양파
283,193,고추장 라따뚜이,마늘 10g(2개),0,10,g,마늘
284,193,고추장 라따뚜이,토마토 600g(3개),0,600,g,토마토
285,193,고추장 라따뚜이,설탕 10g(2작은술),2,10,g,설탕
286,193,고추장 라따뚜이,바질 50g,0,50,g,바질
287,193,고추장 라따뚜이,고추장 15g(1큰술),2,15,g,고추장
288,201,민들레 샐러드,주재료,0,0,,주재료
289,201,민들레 샐러드,민들레 잎 40g,0,40,g,민들레잎
290,201,민들레 샐러드,비트 5g(1작은술),0,5,g,비트
291,201,민들레 샐러드,오렌지(껍질) 40g(1/5개),0,40,g,오렌지
292,201,민들레 샐러드,드레싱,0,0,,드레싱
293,201,민들레 샐러드,간장 20g(1⅓큰술),2,20,g,간장
294,201,민들레 샐러드,다진 홍고추 10g(1개),0,10,g,다진홍고추
295,201,민들레 샐러드,레몬즙 60g(4큰술),2,60,g,레몬즙
296,201,민들레 샐러드,설탕 6g(1작은술),2,6,g,설탕
297,202,토마토 가지 카프레제,주재료,0,0,,주재료
298,202,토마토 가지 카프레제,가지 100g(1개),0,100,g,가지
299,202,토마토 가지 카프레제,토마토 200g(1½개),0,200,g,토마토
300,202,토마토 가지 카프레제,무순 20g,0,20,g,무순
301,202,토마토 가지 카프레제,마늘 10g(2개),0,10,g,마늘
302,202,토마토 가지 카프레제,올리브오일 5g(1작은술),0,5,g,올리브오일
303,202,토마토 가지 카프레제,드레싱,0,0,,드레싱
304,202,토마토 가지 카프레제,올리브오일 25g(2큰술),0,25,g,올리브오일
305,202,토마토 가지 카프레제,발사믹식초 60g(4큰술),2,60,g,발사믹식초
306,202,토마토 가지 카프레제,후춧가루 2g(1/2작은술),0,2,g,후춧가루
307,636,우렁된장소스 배추롤,돼지고기(50g),0,50,g,돼지고기
308,636,우렁된장소스 배추롤,배춧잎(5장),0,0,,배춧잎
309,636,우렁된장소스 배추롤,부추(30g),0,30,g,부추
310,636,우렁된장소스 배추롤,쌀(100g),0,100,g,쌀
311,636,우렁된장소스 배추롤,당근(20g),0,20,g,당근
312,636,우렁된장소스 배추롤,표고버섯(2개),0,0,,표고버섯
313,636,우렁된장소스 배추롤,양파(50g),0,50,g,양파
314,636,우렁된장소스 배추롤,애호박(1/2개),0,0,,애호박
315,636,우렁된장소스 배추롤,우렁이(100g),0,100,g,우렁이
316,636,우렁된장소스 배추롤,된장(30g),2,30,g,된장
317,637,인삼떡갈비,소고기(100g),0,100,g,소고기
318,637,인삼떡갈비,돼지고기(100g),0,100,g,돼지고기
319,637,인삼떡갈비,대추(3알),0,0,,대추
320,637,인삼떡갈비,양파(30g),0,30,g,양파
321,637,인삼떡갈비,마늘(20g),0,20,g,마늘
322,637,인삼떡갈비,배(1/4개),0,0,,배
323,637,인삼떡갈비,애호박(1/2개),0,0,,애호박
324,637,인삼떡갈비,단호박(1/4개),0,0,,단호박
325,637,인삼떡갈비,파프리카(50g),0,50,g,파프리카
326,637,인삼떡갈비,인삼(1뿌리),0,0,,인삼
327,637,인삼떡갈비,양송이(5개),0,0,,양송이
328,637,인삼떡갈비,배추잎(5장),0,0,,배추잎
329,637,인삼떡갈비,저염간장(20g),2,20,g,저염간장
330,637,인삼떡갈비,설탕(20g),2,20,g,설탕
331,637,인삼떡갈비,소금(0.2g),2,0.2,g,소금
332,637,인삼떡갈비,후춧가루(0.01g),0,0.01,g,후춧가루
333,637,인삼떡갈비,두부(50g),0,50,g,두부
334,638,초계탕과 사색곤약,닭고기(1마리),0,0,,닭고기
335,638,초계탕과 사색곤약,가시오가피(10g),0,10,g,가시오가피
336,638,초계탕과 사색곤약,대파(20g),0,20,g,대파
337,638,초계탕과 사색곤약,다시마(10g),0,10,g,다시마
338,638,초계탕과 사색곤약,건새우(20g),0,20,g,건새우
339,638,초계탕과 사색곤약,실곤약(100g),0,100,g,실곤약
340,638,초계탕과 사색곤약,비트(30g),0,30,g,비트
341,638,초계탕과 사색곤약,치자가루(10g),0,10,g,치자가루
342,638,초계탕과 사색곤약,마늘(20g),0,20,g,마늘
343,638,초계탕과 사색곤약,소금(0.3g),2,0.3,g,소금
344,638,초계탕과 사색곤약,후춧가루(0.01g),0,0.01,g,후춧가루
345,638,초계탕과 사색곤약,양파(50g),0,50,g,양파
346,638,초계탕과 사색곤약,오이(50g),0,50,g,오이
347,638,초계탕과 사색곤약,겨자가루(10g),0,10,g,겨자가루
348,638,초계탕과 사색곤약,식초(20g),2,20,g,식초
349,638,초계탕과 사색곤약,설탕(20g),2,20,g,설탕
350,639,호박잎 삼계탕,호박잎(5장),0,0,,호박잎
351,639,호박잎 삼계탕,닭고기(가슴살,0,0,,닭고기
352,639,호박잎 삼계탕,찹쌀(100g),0,100,g,찹쌀
353,639,호박잎 삼계탕,대추(3알),0,0,,대추
354,639,호박잎 삼계탕,미나리(20g),0,20,g,미나리
355,639,호박잎 삼계탕,인삼(1뿌리),0,0,,인삼
356,639,호박잎 삼계탕,소금(0.2g),2,0.2,g,소금
357,639,호박잎 삼계탕,후춧가루(0.01g),0,0.01,g,후춧가루
358,640,황태미역 곤약스프,황태채(100g),0,100,g,황태채
359,640,황태미역 곤약스프,곤약(100g),0,100,g,곤약
360,640,황태미역 곤약스프,건미역(20g),0,20,g,건미역
361,640,황태미역 곤약스프,들깨가루(20g),0,20,g,들깨가루
362,640,황태미역 곤약스프,두부(50g),0,50,g,두부
363,640,황태미역 곤약스프,된장(10g),2,10,g,된장
364,640,황태미역 곤약스프,액젓(10g),0,10,g,액젓
365,640,황태미역 곤약스프,표고버섯(1개),0,0,,표고버섯
366,640,황태미역 곤약스프,마늘(10g),0,10,g,마늘
367,640,황태미역 곤약스프,참기름(5g),2,5,g,참기름
368,641,훈제오리가슴살 샐러드,오리고기(훈제오리 가슴살,0,0,,오리고기
369,641,훈제오리가슴살 샐러드,발사믹소스(50g),0,50,g,발사믹소스
370,641,훈제오리가슴살 샐러드,양파(30g),0,30,g,양파
371,641,훈제오리가슴살 샐러드,파슬리(5g),0,5,g,파슬리
372,641,훈제오리가슴살 샐러드,블루베리(20g),0,20,g,블루베리
373,641,훈제오리가슴살 샐러드,레디쉬(1개),0,0,,레디쉬
374,642,훈제오리가슴살크러스트,오리고기(훈제오리 가슴살,0,0,,오리고기
375,642,훈제오리가슴살크러스트,로즈마리(2g),0,2,g,로즈마리
