,일련번호,메뉴명,새 재료정보,종류,용량,단위,새 재료정보 추출
2623,252,차돌박이볶음,파프리카(15g),0,15,g,파프리카
2624,252,차돌박이볶음,양파(10g),0,10,g,양파
2625,252,차돌박이볶음,부추(5g),0,5,g,부추
2626,252,차돌박이볶음,해초(50g),0,50,g,해초
2627,252,차돌박이볶음,소스1 발사믹식초(5g),2,5,g,소스
2628,252,차돌박이볶음,매실청(5g),2,5,g,매실청
2629,252,차돌박이볶음,올리브유(5g),2,5,g,올리브유
2630,252,차돌박이볶음,소스2 마요네즈(10g),0,10,g,소스
2631,252,차돌박이볶음,연겨자(5g),0,5,g,연겨자
2632,252,차돌박이볶음,소스3 유자청(10g),2,10,g,소스
2633,252,차돌박이볶음,식초(5g),2,5,g,식초
2634,252,차돌박이볶음,고기 밑간 설탕(1.5g),2,1.5,g,고기밑간설탕
2635,252,차돌박이볶음,후춧가루(0.1g),0,0.1,g,후춧가루
2636,252,차돌박이볶음,저염 간장(3g),2,3,g,저염간장
2637,252,차돌박이볶음,배(10g),0,10,g,배
2638,252,차돌박이볶음,양파(5g),0,5,g,양파
2639,252,차돌박이볶음,해초 밑간 설탕(2g),2,2,g,해초밑간설탕
2640,252,차돌박이볶음,식초(5g),2,5,g,식초
2641,253,토마토오리볶음,필수 재료,0,0,,필수재료
2642,253,토마토오리볶음,오리고기(90g),0,90,g,오리고기
2643,253,토마토오리볶음,가지(15g),0,15,g,가지
2644,253,토마토오리볶음,양파(15g),0,15,g,양파
2645,253,토마토오리볶음,파프리카(15g),0,15,g,파프리카
2646,253,토마토오리볶음,새송이버섯(10g),0,10,g,새송이버섯
2647,253,토마토오리볶음,브로콜리(15g),0,15,g,브로콜리
2648,253,토마토오리볶음,부추(5g),0,5,g,부추
2649,253,토마토오리볶음,방울토마토(10g),0,10,g,방울토마토
2650,253,토마토오리볶음,식용유(3g),0,3,g,식용유
2651,253,토마토오리볶음,고기 밑간,0,0,,고기밑간
2652,253,토마토오리볶음,후춧가루(1g),0,1,g,후춧가루
2653,253,토마토오리볶음,맛술(5g),0,5,g,맛술
2654,253,토마토오리볶음,다진마늘(3g),0,3,g,다진마늘
2655,253,토마토오리볶음,토마토고추장소스,2,0,,토마토고추장소스
2656,253,토마토오리볶음,토마토(35g),0,35,g,토마토
2657,253,토마토오리볶음,양파(5g),0,5,g,양파
2658,253,토마토오리볶음,풋고추(5g),0,5,g,풋고추
2659,253,토마토오리볶음,다진마늘(1g),0,1,g,다진마늘
2660,253,토마토오리볶음,고추장(5g),2,5,g,고추장
2661,253,토마토오리볶음,물엿(3g),0,3,g,물엿
2662,254,토마토두루치기,재료 양배추(40g),0,40,g,재료양배추
2663,254,토마토두루치기,양파(15g),0,15,g,양파
2664,254,토마토두루치기,표고버섯(10g),0,10,g,표고버섯
2665,254,토마토두루치기,양송이버섯(30g),0,30,g,양송이버섯
2666,254,토마토두루치기,파프리카(10g),0,10,g,파프리카
2667,254,토마토두루치기,피망(10g),0,10,g,피망
2668,254,토마토두루치기,대파(5g),0,5,g,대파
2669,254,토마토두루치기,마늘(2g),0,2,g,마늘
2670,254,토마토두루치기,토마토(30g),0,30,g,토마토
2671,254,토마토두루치기,비트(0.5g),0,0.5,g,비트
2672,254,토마토두루치기,식용유(5g),0,5,g,식용유
2673,254,토마토두루치기,돼지고기(100g),0,100,g,돼지고기
2674,254,토마토두루치기,양념 소금(0.5g),2,0.5,g,양념소금
2675,254,토마토두루치기,설탕(1g),2,1,g,설탕
2676,254,토마토두루치기,후춧가루(0.2g),0,0.2,g,후춧가루
2677,254,토마토두루치기,간장(1g),2,1,g,간장
2678,254,토마토두루치기,생강(0.1g),0,0.1,g,생강
2679,254,토마토두루치기,고추장(5g),2,5,g,고추장
2680,254,토마토두루치기,물엿(3g),0,3,g,물엿
2681,255,검은콩피시볼조림,피시볼반죽 검은콩(15g),0,15,g,피시볼반죽검은콩
2682,255,검은콩피시볼조림,쪽파(5g),0,5,g,쪽파
2683,255,검은콩피시볼조림,동태포(30g),0,30,g,동태포
2684,255,검은콩피시볼조림,감자전분(10g),0,10,g,감자전분
2685,255,검은콩피시볼조림,밀가루(7g),0,7,g,밀가루
2686,255,검은콩피시볼조림,청양고추(1g),2,1,g,청양고추
2687,255,검은콩피시볼조림,달걀흰자(7g),0,7,g,달걀흰자
2688,255,검은콩피시볼조림,소스 마늘(5g),0,5,g,소스마늘
2689,255,검은콩피시볼조림,녹말가루(2g),0,2,g,녹말가루
2690,255,검은콩피시볼조림,가다랑어장국(3g),2,3,g,가다랑어장국
2691,255,검은콩피시볼조림,간장(3g),2,3,g,간장
2692,255,검은콩피시볼조림,물(100ml),0,0,,물
2693,255,검은콩피시볼조림,유자청(3g),2,3,g,유자청
2694,255,검은콩피시볼조림,대파(3g),0,3,g,대파
2695,256,대하조림,재료 대하(4마리),0,0,,재료대하
2696,256,대하조림,화이트와인(15g),0,15,g,화이트와인
2697,256,대하조림,시금치(50g),0,50,g,시금치
2698,256,대하조림,유자청(40g),2,40,g,유자청
2699,256,대하조림,매실액(10g),0,10,g,매실액
2700,256,대하조림,아보카도(30g),0,30,g,아보카도
2701,256,대하조림,토마토(25g),0,25,g,토마토
2702,256,대하조림,닭육수 닭다리(1개),0,0,,닭육수닭다리
2703,256,대하조림,월계수잎(1g),0,1,g,월계수잎
2704,256,대하조림,물(300g),0,300,g,물
2705,257,묵은지가지말이,재료 돼지고기(80g),0,80,g,재료돼지고기
2706,257,묵은지가지말이,가지(30g),0,30,g,가지
2707,257,묵은지가지말이,김치(40g),0,40,g,김치
2708,257,묵은지가지말이,청피망(15g),2,15,g,청피망
2709,257,묵은지가지말이,붉은피망(15g),0,15,g,붉은피망
2710,257,묵은지가지말이,양파(40g),0,40,g,양파
2711,257,묵은지가지말이,생강(2g),0,2,g,생강
2712,257,묵은지가지말이,마늘(10g),0,10,g,마늘
2713,257,묵은지가지말이,올리브유(5g),2,5,g,올리브유
2714,257,묵은지가지말이,레몬(50g),0,50,g,레몬
2715,257,묵은지가지말이,레드와인(120g),0,120,g,레드와인
2716,257,묵은지가지말이,올리고당(15g),0,15,g,올리고당
2717,257,묵은지가지말이,고기 삶는 재료 양파(15g),0,15,g,고기삶는재료양파
2718,257,묵은지가지말이,월계수잎(2g),0,2,g,월계수잎
2719,257,묵은지가지말이,정향(1g),0,1,g,정향
2720,257,묵은지가지말이,후춧가루(2g),0,2,g,후춧가루
2721,257,묵은지가지말이,마늘(3g),0,3,g,마늘
2722,257,묵은지가지말이,생강(5g),0,5,g,생강
2723,257,묵은지가지말이,물(300g),0,300,g,물
2724,355,함초타락죽,찹쌀 25g,0,25,g,찹쌀
2725,355,함초타락죽,우유 200g,0,200,g,우유
2726,355,함초타락죽,함초 15g,0,15,g,함초
2727,355,함초타락죽,크렌베리 10g,0,10,g,크렌베리
2728,355,함초타락죽,다진양파 15g,0,15,g,다진양파
2729,355,함초타락죽,파마산치즈 15g,0,15,g,파마산치즈
2730,356,황태두부무국,황태 30g,0,30,g,황태
2731,356,황태두부무국,두부 50g,0,50,g,두부
2732,356,황태두부무국,함초 25g,0,25,g,함초
2733,356,황태두부무국,무 100g,0,100,g,무
2734,356,황태두부무국,청고추 20g,2,20,g,청고추
2735,356,황태두부무국,홍고추 15g,0,15,g,홍고추
2736,356,황태두부무국,쪽파 10g,0,10,g,쪽파
2737,356,황태두부무국,흰후추 1g,2,1,g,흰후추
2738,356,황태두부무국,어간장 7g,2,7,g,어간장
2739,356,황태두부무국,대파뿌리 7g,0,7,g,대파뿌리
2740,357,삼합잡채,주꾸미 50g,0,50,g,주꾸미
2741,357,삼합잡채,바지락살 25g,0,25,g,바지락살
2742,357,삼합잡채,소고기 20g,0,20,g,소고기
2743,357,삼합잡채,닭가슴살 20g,0,20,g,닭가슴살
2744,357,삼합잡채,양파 25g,0,25,g,양파
2745,357,삼합잡채,청고추 15g,2,15,g,청고추
2746,357,삼합잡채,홍고추 15g,0,15,g,홍고추
2747,357,삼합잡채,당근 20g,0,20,g,당근
2748,357,삼합잡채,미나리 20g,0,20,g,미나리
2749,357,삼합잡채,양념장,0,0,,양념장
2750,357,삼합잡채,맛간장 25g,2,25,g,맛간장
2751,357,삼합잡채,마늘기름 15g,0,15,g,마늘기름
2752,357,삼합잡채,다진마늘 5g,0,5,g,다진마늘
2753,357,삼합잡채,통깨 1g,0,1,g,통깨
2754,357,삼합잡채,참기름 5g,2,5,g,참기름
2755,358,고등어카레탕수,냉동고등어 300g,0,300,g,냉동고등어
2756,358,고등어카레탕수,전분가루 50g,0,50,g,전분가루
2757,358,고등어카레탕수,식용유 200g,0,200,g,식용유
2758,358,고등어카레탕수,우유 200g,0,200,g,우유
2759,358,고등어카레탕수,카레가루 20g,0,20,g,카레가루
2760,358,고등어카레탕수,감자 50g,0,50,g,감자
2761,358,고등어카레탕수,애호박 25g,0,25,g,애호박
2762,358,고등어카레탕수,방울토마토 25g,0,25,g,방울토마토
2763,358,고등어카레탕수,양파 20g,0,20,g,양파
2764,358,고등어카레탕수,사과 25g,0,25,g,사과
2765,358,고등어카레탕수,꿀 15g,2,15,g,꿀
2766,359,효도강정,볶은현미 25g,0,25,g,볶은현미
2767,359,효도강정,볶은율무 25g,0,25,g,볶은율무
2768,359,효도강정,볶은수수 25g,0,25,g,볶은수수
2769,359,효도강정,혼합견과 50g,0,50,g,혼합견과
2770,359,효도강정,흑임자 10g,0,10,g,흑임자
2771,359,효도강정,소스,0,0,,소스
2772,359,효도강정,올리고당 25g,0,25,g,올리고당
2773,359,효도강정,설탕 25g,2,25,g,설탕
2774,359,효도강정,기름 10g,0,10,g,기름
2775,360,비트양파김치,양파 150g,0,150,g,양파
2776,360,비트양파김치,절임물,0,0,,절임물
2777,360,비트양파김치,물 200g,0,200,g,물
2778,360,비트양파김치,볶은소금 2g,2,2,g,볶은소금
2779,360,비트양파김치,식초 15g,2,15,g,식초
2780,360,비트양파김치,비트 2g,0,2,g,비트
2781,360,비트양파김치,국물,0,0,,국물
2782,360,비트양파김치,절임물 100g,0,100,g,절임물
2783,360,비트양파김치,생강청 30g,2,30,g,생강청
2784,360,비트양파김치,식초 15g,2,15,g,식초
2785,360,비트양파김치,청양고추 7g,2,7,g,청양고추
2786,361,관자브로콜리스프,관자 100g,0,100,g,관자
2787,361,관자브로콜리스프,양파 25g,0,25,g,양파
2788,361,관자브로콜리스프,브로콜리 40g,0,40,g,브로콜리
2789,361,관자브로콜리스프,시금치 10g,0,10,g,시금치
2790,361,관자브로콜리스프,생크림 25g,0,25,g,생크림
2791,361,관자브로콜리스프,우유 200g,0,200,g,우유
2792,361,관자브로콜리스프,버터 15g,0,15,g,버터
2793,361,관자브로콜리스프,파마산가루 3g,0,3,g,파마산가루
2794,361,관자브로콜리스프,다진마늘 5g,0,5,g,다진마늘
2795,361,관자브로콜리스프,흰후추 1g,2,1,g,흰후추
2796,361,관자브로콜리스프,마늘칩 2g,0,2,g,마늘칩
2797,362,곤약잡채,필수 재료,0,0,,필수재료
2798,362,곤약잡채,실곤약(50g),0,50,g,실곤약
2799,362,곤약잡채,당근(10g),0,10,g,당근
2800,362,곤약잡채,오이(10g),0,10,g,오이
2801,362,곤약잡채,양파(10g),0,10,g,양파
2802,362,곤약잡채,팽이버섯(5g),0,5,g,팽이버섯
2803,362,곤약잡채,청고추(10g),2,10,g,청고추
2804,362,곤약잡채,홍고추(10g),0,10,g,홍고추
2805,362,곤약잡채,영양부추(10g),0,10,g,영양부추
2806,362,곤약잡채,달걀(30g),0,30,g,달걀
2807,362,곤약잡채,식용유(3g),0,3,g,식용유
2808,362,곤약잡채,소스,0,0,,소스
2809,362,곤약잡채,맛간장(5g),2,5,g,맛간장
2810,362,곤약잡채,흑설탕(5g),2,5,g,흑설탕
2811,362,곤약잡채,다진마늘(2g),0,2,g,다진마늘
2812,362,곤약잡채,다진대파(2g),0,2,g,다진대파
2813,362,곤약잡채,흰후추(0.5g),2,0.5,g,흰후추
2814,362,곤약잡채,양념,0,0,,양념
2815,362,곤약잡채,참기름(3g),2,3,g,참기름
2816,362,곤약잡채,통깨(3g),0,3,g,통깨
2817,362,곤약잡채,레몬즙(10g),2,10,g,레몬즙
2818,363,미역 닭가슴살전,닭가슴살 100g,0,100,g,닭가슴살
2819,363,미역 닭가슴살전,미역 10g,0,10,g,미역
2820,363,미역 닭가슴살전,두부 50g,0,50,g,두부
2821,363,미역 닭가슴살전,청양고추 10g,2,10,g,청양고추
2822,363,미역 닭가슴살전,대파 10g,0,10,g,대파
2823,363,미역 닭가슴살전,당근 10g,0,10,g,당근
2824,363,미역 닭가슴살전,계란 60g,0,60,g,계란
2825,363,미역 닭가슴살전,소스,0,0,,소스
2826,363,미역 닭가슴살전,저염간장 30g,2,30,g,저염간장
2827,363,미역 닭가슴살전,식초 15g,2,15,g,식초
2828,363,미역 닭가슴살전,레몬즙 10g,2,10,g,레몬즙
2829,363,미역 닭가슴살전,고추냉이 5g,0,5,g,고추냉이
2830,363,미역 닭가슴살전,통깨 1g,0,1,g,통깨
2831,364,두가지묵샐러드,두가지 묵(올방개묵,0,0,,두가지묵
2832,364,두가지묵샐러드,검정깨묵) 각 25g씩,0,25,g,검정깨묵
2833,364,두가지묵샐러드,당귀잎 10g,0,10,g,당귀잎
2834,364,두가지묵샐러드,양파 40g,0,40,g,양파
2835,364,두가지묵샐러드,노란 파프리카 25g,0,25,g,노란파프리카
2836,364,두가지묵샐러드,알배추 20g,0,20,g,알배추
2837,364,두가지묵샐러드,소스,0,0,,소스
2838,364,두가지묵샐러드,저염간장 15g,2,15,g,저염간장
2839,364,두가지묵샐러드,유자청 30g,2,30,g,유자청
2840,364,두가지묵샐러드,다진청고추 7g,2,7,g,다진청고추
2841,364,두가지묵샐러드,다진홍고추 7g,0,7,g,다진홍고추
2842,364,두가지묵샐러드,다진대파 7g,0,7,g,다진대파
2843,365,블루베리양갱,흰앙금 100g,0,100,g,흰앙금
2844,365,블루베리양갱,블루베리 30g,0,30,g,블루베리
2845,365,블루베리양갱,설탕 30g,2,30,g,설탕
2846,365,블루베리양갱,한천 20g,0,20,g,한천
2847,365,블루베리양갱,물100g,0,100,g,물
2848,366,장어찜,장어 250g,0,250,g,장어
2849,366,장어찜,우유 100g,0,100,g,우유
2850,366,장어찜,후추 1g,2,1,g,후추
2851,366,장어찜,곁들이 샐러드,0,0,,곁들이샐러드
2852,366,장어찜,우엉 25g,0,25,g,우엉
2853,366,장어찜,인삼 20g,0,20,g,인삼
2854,366,장어찜,미나리 20g,0,20,g,미나리
2855,366,장어찜,팽이 15g,0,15,g,팽이
2856,366,장어찜,양파 40g,0,40,g,양파
2857,366,장어찜,샐러드소스,0,0,,샐러드소스
2858,366,장어찜,청고추 17g,2,17,g,청고추
2859,366,장어찜,홍고추 15g,0,15,g,홍고추
2860,366,장어찜,맛간장 7g,2,7,g,맛간장
2861,367,두부까나페,단단한 두부 150g,0,150,g,단단한두부
2862,367,두부까나페,슬라이스햄 25g,0,25,g,슬라이스햄
2863,367,두부까나페,올리브오일 15g,0,15,g,올리브오일
2864,367,두부까나페,로즈마리 1g,0,1,g,로즈마리
2865,367,두부까나페,볶은소금 1g,2,1,g,볶은소금
2866,367,두부까나페,샐러드,0,0,,샐러드
2867,367,두부까나페,마요네즈 30g,0,30,g,마요네즈
2868,367,두부까나페,당근 20g,0,20,g,당근
2869,367,두부까나페,양파 50g,0,50,g,양파
2870,367,두부까나페,오이 25g,0,25,g,오이
2871,367,두부까나페,소스,0,0,,소스
2872,367,두부까나페,맛간장 15g,2,15,g,맛간장
2873,367,두부까나페,양파 15g,0,15,g,양파
2874,367,두부까나페,다진마늘 5g,0,5,g,다진마늘
2875,367,두부까나페,후추 0.5g,2,0.5,g,후추
2876,368,두부청국장죽,청국장가루 20g,2,20,g,청국장가루
2877,368,두부청국장죽,두부 60g,0,60,g,두부
2878,368,두부청국장죽,밥 150g,0,150,g,밥
2879,368,두부청국장죽,표고버섯 12g,0,12,g,표고버섯
2880,368,두부청국장죽,당근 20g,0,20,g,당근
2881,368,두부청국장죽,애호박 25g,0,25,g,애호박
2882,368,두부청국장죽,양념장,0,0,,양념장
2883,368,두부청국장죽,다진쇠고기 30g,0,30,g,다진쇠고기
2884,368,두부청국장죽,참기름 15g,2,15,g,참기름
2885,368,두부청국장죽,맛간장 10g,2,10,g,맛간장
2886,368,두부청국장죽,버섯마늘소금 1g,2,1,g,버섯마늘소금
2887,368,두부청국장죽,흰후추 1g,2,1,g,흰후추
2888,368,두부청국장죽,다진마늘 10g,0,10,g,다진마늘
2889,368,두부청국장죽,다진대파 7g,0,7,g,다진대파
2890,368,두부청국장죽,흑임자 1g,0,1,g,흑임자
2891,369,망고샐러드,증편 200g,0,200,g,증편
2892,369,망고샐러드,망고 150g,0,150,g,망고
2893,369,망고샐러드,양상추 30g,0,30,g,양상추
2894,369,망고샐러드,치커리 20g,0,20,g,치커리
2895,369,망고샐러드,방울토마토 60g,0,60,g,방울토마토
2896,369,망고샐러드,양파 60g,0,60,g,양파
2897,369,망고샐러드,소스,0,0,,소스
2898,369,망고샐러드,올리브오일 30g,0,30,g,올리브오일
2899,369,망고샐러드,유자청 15g,2,15,g,유자청
2900,369,망고샐러드,식초 15g,2,15,g,식초
2901,369,망고샐러드,볶은소금 2g,2,2,g,볶은소금
2902,369,망고샐러드,후추 1g,2,1,g,후추
2903,369,망고샐러드,다진 파프리카(노랑) 15g,0,15,g,다진파프리카
2904,369,망고샐러드,다진 청피망 15g,2,15,g,다진청피망
2905,369,망고샐러드,다진 홍피망 15g,0,15,g,다진홍피망
2906,369,망고샐러드,통깨 5g,0,5,g,통깨
2907,470,토마토젤리,토마토(120g),0,120,g,토마토
2908,470,토마토젤리,판젤라틴(10g),0,10,g,판젤라틴
2909,470,토마토젤리,레몬(10g),0,10,g,레몬
2910,470,토마토젤리,올리고당(20g),0,20,g,올리고당
2911,470,토마토젤리,블루베리(20g),0,20,g,블루베리
2912,470,토마토젤리,설탕(20g),2,20,g,설탕
2913,471,샌드스테이크,닭가슴살(120g),0,120,g,닭가슴살
2914,471,샌드스테이크,소금(0.1g),2,0.1,g,소금
2915,471,샌드스테이크,후춧가루(0.02g),0,0.02,g,후춧가루
2916,471,샌드스테이크,버터(10g),0,10,g,버터
2917,471,샌드스테이크,느타리버섯(20g),0,20,g,느타리버섯
2918,471,샌드스테이크,시금치(20g),0,20,g,시금치
2919,471,샌드스테이크,굴소스(5g),0,5,g,굴소스
2920,471,샌드스테이크,올리브오일(10g),0,10,g,올리브오일
2921,471,샌드스테이크,카레소스,0,0,,카레소스
2922,471,샌드스테이크,베이컨(20g),0,20,g,베이컨
2923,471,샌드스테이크,양파(20g),0,20,g,양파
2924,471,샌드스테이크,카레가루(20g),0,20,g,카레가루
2925,471,샌드스테이크,대파(10g),0,10,g,대파
2926,471,샌드스테이크,생크림(20g),0,20,g,생크림
2927,471,샌드스테이크,우유(50g),0,50,g,우유
2928,471,샌드스테이크,곁들임,0,0,,곁들임
2929,471,샌드스테이크,어린잎채소(10g),0,10,g,어린잎채소
2930,472,맥적구이,돼지고기(120g),0,120,g,돼지고기
2931,472,맥적구이,생강(10g),0,10,g,생강
2932,472,맥적구이,소금(0.2g),2,0.2,g,소금
2933,472,맥적구이,후춧가루(0.02g),0,0.02,g,후춧가루
2934,472,맥적구이,저염간장(20g),2,20,g,저염간장
2935,472,맥적구이,정종(10g),0,10,g,정종
2936,472,맥적구이,설탕(20g),2,20,g,설탕
2937,472,맥적구이,대파(10g),0,10,g,대파
2938,472,맥적구이,마늘(20g),0,20,g,마늘
2939,472,맥적구이,양파(20g),0,20,g,양파
2940,472,맥적구이,참기름(5g),2,5,g,참기름
2941,472,맥적구이,통깨(3g),0,3,g,통깨
2942,472,맥적구이,새송이버섯(20g),0,20,g,새송이버섯
2943,472,맥적구이,표고버섯(20g),0,20,g,표고버섯
2944,472,맥적구이,가지(20g),0,20,g,가지
2945,472,맥적구이,홍피망(20g),0,20,g,홍피망
2946,472,맥적구이,된장소스,2,0,,된장소스
2947,472,맥적구이,된장(10g),2,10,g,된장
2948,472,맥적구이,마요네즈(20g),0,20,g,마요네즈
2949,472,맥적구이,생크림(10g),0,10,g,생크림
2950,472,맥적구이,다진 땅콩(20g),0,20,g,다진땅콩
2951,473,채소어묵,생선살(100g),0,100,g,생선살
2952,473,채소어묵,맛술(10g),0,10,g,맛술
2953,473,채소어묵,생강(10g),0,10,g,생강
2954,473,채소어묵,소금(0.2g),2,0.2,g,소금
2955,473,채소어묵,밀가루(20g),0,20,g,밀가루
2956,473,채소어묵,양파(20g),0,20,g,양파
2957,473,채소어묵,당근(20g),0,20,g,당근
2958,473,채소어묵,샐러리(10g),0,10,g,샐러리
2959,473,채소어묵,마늘(10g),0,10,g,마늘
2960,473,채소어묵,옥수수(20g),0,20,g,옥수수
2961,473,채소어묵,어린이치즈(20g),0,20,g,어린이치즈
2962,473,채소어묵,튀김기름(400g),0,400,g,튀김기름
2963,474,주꾸미보리죽,주꾸미(100g),0,100,g,주꾸미
2964,474,주꾸미보리죽,밀가루(10g),0,10,g,밀가루
2965,474,주꾸미보리죽,보리(100g),0,100,g,보리
2966,474,주꾸미보리죽,미나리(10g),0,10,g,미나리
2967,474,주꾸미보리죽,당근(20g),0,20,g,당근
2968,474,주꾸미보리죽,양파(20g),0,20,g,양파
2969,474,주꾸미보리죽,참기름(5g),2,5,g,참기름
2970,474,주꾸미보리죽,육수(400g),0,400,g,육수
2971,474,주꾸미보리죽,저염치즈(20g),0,20,g,저염치즈
2972,474,주꾸미보리죽,우유(100g),0,100,g,우유
2973,474,주꾸미보리죽,저염간장(5g),2,5,g,저염간장
2974,475,오렌지삼겹찜,삼겹살(100g),0,100,g,삼겹살
2975,475,오렌지삼겹찜,로즈마리(5g),0,5,g,로즈마리
2976,475,오렌지삼겹찜,고구마(30g),0,30,g,고구마
2977,475,오렌지삼겹찜,생크림(10g),0,10,g,생크림
2978,475,오렌지삼겹찜,감자(20g),0,20,g,감자
2979,475,오렌지삼겹찜,튀김기름(200g),0,200,g,튀김기름
2980,475,오렌지삼겹찜,브로컬리(30g),0,30,g,브로컬리
2981,475,오렌지삼겹찜,올리브오일(10g),0,10,g,올리브오일
2982,475,오렌지삼겹찜,소스,0,0,,소스
2983,475,오렌지삼겹찜,오렌지(50g),0,50,g,오렌지
2984,475,오렌지삼겹찜,설탕(10g),2,10,g,설탕
2985,475,오렌지삼겹찜,정종(10g),0,10,g,정종
2986,475,오렌지삼겹찜,저염소금(5g),2,5,g,저염소금
2987,475,오렌지삼겹찜,와사비(5g),0,5,g,와사비
2988,476,소고기볼게살타르,다진 소고기(100g),0,100,g,다진소고기
2989,476,소고기볼게살타르,마늘(10g),0,10,g,마늘
2990,476,소고기볼게살타르,양파(20g),0,20,g,양파
2991,476,소고기볼게살타르,파프리카(20g),0,20,g,파프리카
2992,476,소고기볼게살타르,후춧가루(0.02g),0,0.02,g,후춧가루
2993,476,소고기볼게살타르,빵가루(10g),0,10,g,빵가루
2994,476,소고기볼게살타르,소금(0.3g),2,0.3,g,소금
2995,476,소고기볼게살타르,버터(10g),0,10,g,버터
2996,476,소고기볼게살타르,식용유(5g),0,5,g,식용유
2997,476,소고기볼게살타르,소스,0,0,,소스
2998,476,소고기볼게살타르,고구마(20g),0,20,g,고구마
2999,476,소고기볼게살타르,바나나(20g),0,20,g,바나나
3000,476,소고기볼게살타르,마요네즈(20g),0,20,g,마요네즈
3001,476,소고기볼게살타르,매실액(5g),0,5,g,매실액
3002,476,소고기볼게살타르,게맛살(30g),0,30,g,게맛살
3003,476,소고기볼게살타르,곁들임채소,0,0,,곁들임채소
3004,476,소고기볼게살타르,어린잎(10g),0,10,g,어린잎
3005,476,소고기볼게살타르,브로컬리(20g),0,20,g,브로컬리
3006,476,소고기볼게살타르,미니새송이(20g),0,20,g,미니새송이
3007,477,수삼떡갈비,다진소고기(100g),0,100,g,다진소고기
3008,477,수삼떡갈비,수삼(50g),0,50,g,수삼
3009,477,수삼떡갈비,양파(20g),0,20,g,양파
3010,477,수삼떡갈비,대파(10g),0,10,g,대파
3011,477,수삼떡갈비,마늘(10g),0,10,g,마늘
3012,477,수삼떡갈비,저염간장(10g),2,10,g,저염간장
3013,477,수삼떡갈비,후춧가루(0.05g),0,0.05,g,후춧가루
3014,477,수삼떡갈비,정종(10g),0,10,g,정종
3015,477,수삼떡갈비,찹쌀가루(10g),0,10,g,찹쌀가루
3016,477,수삼떡갈비,새송이(50g),0,50,g,새송이
3017,477,수삼떡갈비,대추(20g),0,20,g,대추
3018,477,수삼떡갈비,통깨(2g),0,2,g,통깨
3019,477,수삼떡갈비,어린잎(10g),0,10,g,어린잎
3020,477,수삼떡갈비,소스,0,0,,소스
3021,477,수삼떡갈비,저염간장(10g),2,10,g,저염간장
3022,477,수삼떡갈비,올리고당(20g),0,20,g,올리고당
3023,477,수삼떡갈비,설탕(5g),2,5,g,설탕
3024,477,수삼떡갈비,육수(100g),0,100,g,육수
3025,478,삼색딤섬,밀가루(200g),0,200,g,밀가루
3026,478,삼색딤섬,백년초가루(20g),0,20,g,백년초가루
3027,478,삼색딤섬,뽕잎가루(20g),0,20,g,뽕잎가루
3028,478,삼색딤섬,치자가루(10g),0,10,g,치자가루
3029,478,삼색딤섬,미나리(20g),0,20,g,미나리
3030,478,삼색딤섬,두부(30g),0,30,g,두부
3031,478,삼색딤섬,오징어(30g),0,30,g,오징어
3032,478,삼색딤섬,다진 소고기(60g),0,60,g,다진소고기
3033,478,삼색딤섬,양파(20g),0,20,g,양파
3034,478,삼색딤섬,부추(30g),0,30,g,부추
3035,478,삼색딤섬,숙주(30g),0,30,g,숙주
3036,478,삼색딤섬,대파(10g),0,10,g,대파
3037,478,삼색딤섬,마늘(10g),0,10,g,마늘
3038,478,삼색딤섬,참기름(10g),2,10,g,참기름
3039,478,삼색딤섬,후춧가루(0.05g),0,0.05,g,후춧가루
3040,478,삼색딤섬,통깨(5g),0,5,g,통깨
3041,479,밥크로켓,양파(20g),0,20,g,양파
3042,479,밥크로켓,대파(10g),0,10,g,대파
3043,479,밥크로켓,당근(20g),0,20,g,당근
3044,479,밥크로켓,마늘(10g),0,10,g,마늘
3045,479,밥크로켓,식용유(10g),0,10,g,식용유
3046,479,밥크로켓,메추리알(100g),0,100,g,메추리알
3047,479,밥크로켓,밥(100g),0,100,g,밥
3048,479,밥크로켓,소금(0.5g),2,0.5,g,소금
3049,479,밥크로켓,밀가루(20g),0,20,g,밀가루
3050,479,밥크로켓,녹말가루(10g),0,10,g,녹말가루
3051,479,밥크로켓,달걀(50g),0,50,g,달걀
3052,479,밥크로켓,빵가루(20g),0,20,g,빵가루
3053,479,밥크로켓,튀김기름(400g),0,400,g,튀김기름
3054,479,밥크로켓,소스,0,0,,소스
3055,479,밥크로켓,칠리소스(50g),0,50,g,칠리소스
3056,480,가지토마토구이,가지(80g),0,80,g,가지
3057,480,가지토마토구이,올리브오일(10g),0,10,g,올리브오일
3058,480,가지토마토구이,소금(0.5g),2,0.5,g,소금
3059,480,가지토마토구이,토마토(40g),0,40,g,토마토
3060,480,가지토마토구이,모짜렐라치즈(30g),0,30,g,모짜렐라치즈
3061,480,가지토마토구이,소스,0,0,,소스
3062,480,가지토마토구이,토마토소스(20g),0,20,g,토마토소스
3063,480,가지토마토구이,토마토(40g),0,40,g,토마토
3064,480,가지토마토구이,곁들임,0,0,,곁들임
3065,480,가지토마토구이,팽이버섯(20g),0,20,g,팽이버섯
3066,480,가지토마토구이,후춧가루(0.02g),0,0.02,g,후춧가루
3067,481,함박스테이크,필수 재료,0,0,,필수재료
3068,481,함박스테이크,다진 소고기(90g),0,90,g,다진소고기
